scientific_name	authority	rank	aphia_id	url	parent_name	parent_id	status	valid_aphia_id	valid_name	valid_authority	kingdom	phylum	class	order	family	genus	classification	lsid
Tubulanus polymorphus	Renier, 1804	Species	122637	https://www.marinespecies.org/aphia.php?p=taxdetails&id=122637	Tubulanus	122388	accepted	122637	Tubulanus polymorphus	Renier, 1804	Animalia	Nemertea	Palaeonemertea	Tubulaniformes	Tubulanidae	Tubulanus	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Nemertea - [Class] Palaeonemertea - [Order] Tubulaniformes - [Family] Tubulanidae - [Genus] Tubulanus - [Species] Tubulanus polymorphus	urn:lsid:marinespecies.org:taxname:122637
Malacobdella grossa	(M�ller, 1776)	Species	122641	https://www.marinespecies.org/aphia.php?p=taxdetails&id=122641	Malacobdella	122389	accepted	122641	Malacobdella grossa	(M�ller, 1776)	Animalia	Nemertea	Hoplonemertea	Monostilifera	Malacobdellidae	Malacobdella	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Nemertea - [Class] Hoplonemertea - [Order] Monostilifera - [Suborder] Eumonostilifera - [Infraorder] Amphiporina - [Family] Malacobdellidae - [Genus] Malacobdella - [Species] Malacobdella grossa	urn:lsid:marinespecies.org:taxname:122641
Nipponnemertes pulcher	(Johnston, 1837)	Species	122704	https://www.marinespecies.org/aphia.php?p=taxdetails&id=122704	Nipponnemertes	1652503	junior objective synonym	1652281	Nipponnemertes pulchra	(Johnston, 1837)	Animalia	Nemertea	Hoplonemertea	Monostilifera	Cratenemertidae	Nipponnemertes	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Nemertea - [Class] Hoplonemertea - [Order] Monostilifera - [Suborder] Cratenemertea - [Family] Cratenemertidae - [Genus] Nipponnemertes - [Species] Nipponnemertes pulcher	urn:lsid:marinespecies.org:taxname:122704
Cyanophthalma obscura	(Schultze, 1851)	Species	122739	https://www.marinespecies.org/aphia.php?p=taxdetails&id=122739	Cyanophthalma	122412	accepted	122739	Cyanophthalma obscura	(Schultze, 1851)	Animalia	Nemertea	Hoplonemertea	Monostilifera	Sacconemertidae	Cyanophthalma	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Nemertea - [Class] Hoplonemertea - [Order] Monostilifera - [Suborder] Eumonostilifera - [Infraorder] Amphiporina - [Family] Sacconemertidae - [Genus] Cyanophthalma - [Species] Cyanophthalma obscura	urn:lsid:marinespecies.org:taxname:122739
Rissoidae	Gray, 1847	Family	123	https://www.marinespecies.org/aphia.php?p=taxdetails&id=123	Rissooidea	14767	accepted	123	Rissoidae	Gray, 1847	Animalia	Mollusca	Gastropoda	Littorinimorpha	Rissoidae		[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Mollusca - [Class] Gastropoda - [Subclass] Caenogastropoda - [Order] Littorinimorpha - [Superfamily] Rissooidea - [Family] Rissoidae	urn:lsid:marinespecies.org:taxname:123
Asteroidea	de Blainville, 1830	Class	123080	https://www.marinespecies.org/aphia.php?p=taxdetails&id=123080	Asterozoa	148743	accepted	123080	Asteroidea	de Blainville, 1830	Animalia	Echinodermata	Asteroidea				[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Echinodermata - [Subphylum] Asterozoa - [Class] Asteroidea	urn:lsid:marinespecies.org:taxname:123080
Crinoidea	Miller, 1821	Class	123081	https://www.marinespecies.org/aphia.php?p=taxdetails&id=123081	Crinozoa	147423	accepted	123081	Crinoidea	Miller, 1821	Animalia	Echinodermata	Crinoidea				[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Echinodermata - [Subphylum] Crinozoa - [Class] Crinoidea	urn:lsid:marinespecies.org:taxname:123081
Echinoidea	Schumacher, 1817	Class	123082	https://www.marinespecies.org/aphia.php?p=taxdetails&id=123082	Echinozoa	148744	accepted	123082	Echinoidea	Schumacher, 1817	Animalia	Echinodermata	Echinoidea				[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Echinodermata - [Subphylum] Echinozoa - [Class] Echinoidea	urn:lsid:marinespecies.org:taxname:123082
Holothuroidea	de Blainville, 1834	Class	123083	https://www.marinespecies.org/aphia.php?p=taxdetails&id=123083	Echinozoa	148744	accepted	123083	Holothuroidea	de Blainville, 1834	Animalia	Echinodermata	Holothuroidea				[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Echinodermata - [Subphylum] Echinozoa - [Class] Holothuroidea	urn:lsid:marinespecies.org:taxname:123083
Ophiuroidea	Gray, 1840	Class	123084	https://www.marinespecies.org/aphia.php?p=taxdetails&id=123084	Asterozoa	148743	accepted	123084	Ophiuroidea	Gray, 1840	Animalia	Echinodermata	Ophiuroidea				[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Echinodermata - [Subphylum] Asterozoa - [Class] Ophiuroidea	urn:lsid:marinespecies.org:taxname:123084
Valvatida	Perrier, 1884	Order	123090	https://www.marinespecies.org/aphia.php?p=taxdetails&id=123090	Valvatacea	582528	accepted	123090	Valvatida	Perrier, 1884	Animalia	Echinodermata	Asteroidea	Valvatida			[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Echinodermata - [Subphylum] Asterozoa - [Class] Asteroidea - [Subclass] Ambuloasteroidea - [Infraclass] Neoasteroidea - [Superorder] Valvatacea - [Order] Valvatida	urn:lsid:marinespecies.org:taxname:123090
Echinoida	Claus, 1876	Order	123101	https://www.marinespecies.org/aphia.php?p=taxdetails&id=123101	Echinacea	149855	unaccepted	510534	Echinidea	Kroh & Smith, 2010	Animalia	Echinodermata	Echinoidea	Echinoida			[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Echinodermata - [Subphylum] Echinozoa - [Class] Echinoidea - [Subclass] Euechinoidea - [Infraclass] Carinacea - [Subterclass] Echinacea - [Order] Echinoida	urn:lsid:marinespecies.org:taxname:123101
Spatangoida	L. Agassiz, 1840	Order	123106	https://www.marinespecies.org/aphia.php?p=taxdetails&id=123106	Atelostomata	149864	accepted	123106	Spatangoida	L. Agassiz, 1840	Animalia	Echinodermata	Echinoidea	Spatangoida			[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Echinodermata - [Subphylum] Echinozoa - [Class] Echinoidea - [Subclass] Euechinoidea - [Infraclass] Irregularia - [Subterclass] Atelostomata - [Order] Spatangoida	urn:lsid:marinespecies.org:taxname:123106
Dendrochirotida	Grube, 1840	Order	123111	https://www.marinespecies.org/aphia.php?p=taxdetails&id=123111	Actinopoda	1393249	accepted	123111	Dendrochirotida	Grube, 1840	Animalia	Echinodermata	Holothuroidea	Dendrochirotida			[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Echinodermata - [Subphylum] Echinozoa - [Class] Holothuroidea - [Subclass] Actinopoda - [Order] Dendrochirotida	urn:lsid:marinespecies.org:taxname:123111
Ophiurida	M�ller & Troschel, 1840 sensu O'Hara et al., 2017	Order	123117	https://www.marinespecies.org/aphia.php?p=taxdetails&id=123117	Euryophiurida	1062636	accepted	123117	Ophiurida	M�ller & Troschel, 1840 sensu O'Hara et al., 2017	Animalia	Echinodermata	Ophiuroidea	Ophiurida			[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Echinodermata - [Subphylum] Asterozoa - [Class] Ophiuroidea - [Subclass] Myophiuroida - [Infraclass] Metophiurida - [Superorder] Euryophiurida - [Order] Ophiurida	urn:lsid:marinespecies.org:taxname:123117
Asteriidae	Gray, 1840	Family	123121	https://www.marinespecies.org/aphia.php?p=taxdetails&id=123121	Forcipulatida	123086	accepted	123121	Asteriidae	Gray, 1840	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae		[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Echinodermata - [Subphylum] Asterozoa - [Class] Asteroidea - [Subclass] Ambuloasteroidea - [Infraclass] Neoasteroidea - [Superorder] Forcipulatacea - [Order] Forcipulatida - [Family] Asteriidae	urn:lsid:marinespecies.org:taxname:123121
Goniasteridae	Forbes, 1841	Family	123135	https://www.marinespecies.org/aphia.php?p=taxdetails&id=123135	Valvatida	123090	accepted	123135	Goniasteridae	Forbes, 1841	Animalia	Echinodermata	Asteroidea	Valvatida	Goniasteridae		[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Echinodermata - [Subphylum] Asterozoa - [Class] Asteroidea - [Subclass] Ambuloasteroidea - [Infraclass] Neoasteroidea - [Superorder] Valvatacea - [Order] Valvatida - [Family] Goniasteridae	urn:lsid:marinespecies.org:taxname:123135
Solasteridae	Viguier, 1878	Family	123143	https://www.marinespecies.org/aphia.php?p=taxdetails&id=123143	Valvatida	123090	accepted	123143	Solasteridae	Viguier, 1878	Animalia	Echinodermata	Asteroidea	Valvatida	Solasteridae		[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Echinodermata - [Subphylum] Asterozoa - [Class] Asteroidea - [Subclass] Ambuloasteroidea - [Infraclass] Neoasteroidea - [Superorder] Valvatacea - [Order] Valvatida - [Family] Solasteridae	urn:lsid:marinespecies.org:taxname:123143
Echinidae	Gray, 1825	Family	123160	https://www.marinespecies.org/aphia.php?p=taxdetails&id=123160	Echinidea	510534	accepted	123160	Echinidae	Gray, 1825	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae		[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Echinodermata - [Subphylum] Echinozoa - [Class] Echinoidea - [Subclass] Euechinoidea - [Infraclass] Carinacea - [Subterclass] Echinacea - [Order] Camarodonta - [Infraorder] Echinidea - [Family] Echinidae	urn:lsid:marinespecies.org:taxname:123160
Spatangidae	Gray, 1825	Family	123177	https://www.marinespecies.org/aphia.php?p=taxdetails&id=123177	Spatangoidea	852322	accepted	123177	Spatangidae	Gray, 1825	Animalia	Echinodermata	Echinoidea	Spatangoida	Spatangidae		[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Echinodermata - [Subphylum] Echinozoa - [Class] Echinoidea - [Subclass] Euechinoidea - [Infraclass] Irregularia - [Subterclass] Atelostomata - [Order] Spatangoida - [Suborder] Brissidina - [Superfamily] Spatangoidea - [Family] Spatangidae	urn:lsid:marinespecies.org:taxname:123177
Cucumariidae	Ludwig, 1894	Family	123187	https://www.marinespecies.org/aphia.php?p=taxdetails&id=123187	Dendrochirotida	123111	accepted	123187	Cucumariidae	Ludwig, 1894	Animalia	Echinodermata	Holothuroidea	Dendrochirotida	Cucumariidae		[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Echinodermata - [Subphylum] Echinozoa - [Class] Holothuroidea - [Subclass] Actinopoda - [Order] Dendrochirotida - [Family] Cucumariidae	urn:lsid:marinespecies.org:taxname:123187
Ophiuridae	M�ller & Troschel, 1840	Family	123200	https://www.marinespecies.org/aphia.php?p=taxdetails&id=123200	Ophiurina	242195	accepted	123200	Ophiuridae	M�ller & Troschel, 1840	Animalia	Echinodermata	Ophiuroidea	Ophiurida	Ophiuridae		[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Echinodermata - [Subphylum] Asterozoa - [Class] Ophiuroidea - [Subclass] Myophiuroida - [Infraclass] Metophiurida - [Superorder] Euryophiurida - [Order] Ophiurida - [Suborder] Ophiurina - [Family] Ophiuridae	urn:lsid:marinespecies.org:taxname:123200
Amphiuridae	Ljungman, 1867	Family	123206	https://www.marinespecies.org/aphia.php?p=taxdetails&id=123206	Amphiuroidea	1077097	accepted	123206	Amphiuridae	Ljungman, 1867	Animalia	Echinodermata	Ophiuroidea	Amphilepidida	Amphiuridae		[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Echinodermata - [Subphylum] Asterozoa - [Class] Ophiuroidea - [Subclass] Myophiuroida - [Infraclass] Metophiurida - [Superorder] Ophintegrida - [Order] Amphilepidida - [Suborder] Gnathophiurina - [Superfamily] Amphiuroidea - [Family] Amphiuridae	urn:lsid:marinespecies.org:taxname:123206
Asterias	Linnaeus, 1758	Genus	123219	https://www.marinespecies.org/aphia.php?p=taxdetails&id=123219	Asteriidae	123121	accepted	123219	Asterias	Linnaeus, 1758	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Asterias	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Echinodermata - [Subphylum] Asterozoa - [Class] Asteroidea - [Subclass] Ambuloasteroidea - [Infraclass] Neoasteroidea - [Superorder] Forcipulatacea - [Order] Forcipulatida - [Family] Asteriidae - [Genus] Asterias	urn:lsid:marinespecies.org:taxname:123219
Leptasterias	Verrill, 1866	Genus	123222	https://www.marinespecies.org/aphia.php?p=taxdetails&id=123222	Asteriidae	123121	accepted	123222	Leptasterias	Verrill, 1866	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Leptasterias	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Echinodermata - [Subphylum] Asterozoa - [Class] Asteroidea - [Subclass] Ambuloasteroidea - [Infraclass] Neoasteroidea - [Superorder] Forcipulatacea - [Order] Forcipulatida - [Family] Asteriidae - [Genus] Leptasterias	urn:lsid:marinespecies.org:taxname:123222
Astropecten	Gray, 1840	Genus	123245	https://www.marinespecies.org/aphia.php?p=taxdetails&id=123245	Astropectinidae	123127	accepted	123245	Astropecten	Gray, 1840	Animalia	Echinodermata	Asteroidea	Paxillosida	Astropectinidae	Astropecten	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Echinodermata - [Subphylum] Asterozoa - [Class] Asteroidea - [Subclass] Ambuloasteroidea - [Infraclass] Neoasteroidea - [Superorder] Valvatacea - [Order] Paxillosida - [Family] Astropectinidae - [Genus] Astropecten	urn:lsid:marinespecies.org:taxname:123245
Luidia	Forbes, 1839	Genus	123260	https://www.marinespecies.org/aphia.php?p=taxdetails&id=123260	Luidiidae	123129	accepted	123260	Luidia	Forbes, 1839	Animalia	Echinodermata	Asteroidea	Paxillosida	Luidiidae	Luidia	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Echinodermata - [Subphylum] Asterozoa - [Class] Asteroidea - [Subclass] Ambuloasteroidea - [Infraclass] Neoasteroidea - [Superorder] Valvatacea - [Order] Paxillosida - [Family] Luidiidae - [Genus] Luidia	urn:lsid:marinespecies.org:taxname:123260
Henricia	Gray, 1840	Genus	123276	https://www.marinespecies.org/aphia.php?p=taxdetails&id=123276	Echinasteridae	123132	accepted	123276	Henricia	Gray, 1840	Animalia	Echinodermata	Asteroidea	Spinulosida	Echinasteridae	Henricia	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Echinodermata - [Subphylum] Asterozoa - [Class] Asteroidea - [Subclass] Ambuloasteroidea - [Infraclass] Neoasteroidea - [Superorder] Spinulosacea - [Order] Spinulosida - [Family] Echinasteridae - [Genus] Henricia	urn:lsid:marinespecies.org:taxname:123276
Pteraster	M�ller & Troschel, 1842	Genus	123335	https://www.marinespecies.org/aphia.php?p=taxdetails&id=123335	Pterasteridae	123142	accepted	123335	Pteraster	M�ller & Troschel, 1842	Animalia	Echinodermata	Asteroidea	Velatida	Pterasteridae	Pteraster	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Echinodermata - [Subphylum] Asterozoa - [Class] Asteroidea - [Subclass] Ambuloasteroidea - [Infraclass] Neoasteroidea - [Order] Velatida - [Family] Pterasteridae - [Genus] Pteraster	urn:lsid:marinespecies.org:taxname:123335
Antedon	de Fr�minville, 1811	Genus	123349	https://www.marinespecies.org/aphia.php?p=taxdetails&id=123349	Antedoninae	710752	accepted	123349	Antedon	de Fr�minville, 1811	Animalia	Echinodermata	Crinoidea	Comatulida	Antedonidae	Antedon	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Echinodermata - [Subphylum] Crinozoa - [Class] Crinoidea - [Subclass] Articulata - [Order] Comatulida - [Superfamily] Antedonoidea - [Family] Antedonidae - [Subfamily] Antedoninae - [Genus] Antedon	urn:lsid:marinespecies.org:taxname:123349
Echinus	Linnaeus, 1758	Genus	123386	https://www.marinespecies.org/aphia.php?p=taxdetails&id=123386	Echinidae	123160	accepted	123386	Echinus	Linnaeus, 1758	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Echinus	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Echinodermata - [Subphylum] Echinozoa - [Class] Echinoidea - [Subclass] Euechinoidea - [Infraclass] Carinacea - [Subterclass] Echinacea - [Order] Camarodonta - [Infraorder] Echinidea - [Family] Echinidae - [Genus] Echinus	urn:lsid:marinespecies.org:taxname:123386
Echinocardium	Gray, 1825	Genus	123426	https://www.marinespecies.org/aphia.php?p=taxdetails&id=123426	Echinocardiinae	510892	accepted	123426	Echinocardium	Gray, 1825	Animalia	Echinodermata	Echinoidea	Spatangoida	Loveniidae	Echinocardium	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Echinodermata - [Subphylum] Echinozoa - [Class] Echinoidea - [Subclass] Euechinoidea - [Infraclass] Irregularia - [Subterclass] Atelostomata - [Order] Spatangoida - [Suborder] Brissidina - [Superfamily] Spatangoidea - [Family] Loveniidae - [Subfamily] Echinocardiinae - [Genus] Echinocardium	urn:lsid:marinespecies.org:taxname:123426
Spatangus	Gray, 1825	Genus	123430	https://www.marinespecies.org/aphia.php?p=taxdetails&id=123430	Spatangidae	123177	accepted	123430	Spatangus	Gray, 1825	Animalia	Echinodermata	Echinoidea	Spatangoida	Spatangidae	Spatangus	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Echinodermata - [Subphylum] Echinozoa - [Class] Echinoidea - [Subclass] Euechinoidea - [Infraclass] Irregularia - [Subterclass] Atelostomata - [Order] Spatangoida - [Suborder] Brissidina - [Superfamily] Spatangoidea - [Family] Spatangidae - [Genus] Spatangus	urn:lsid:marinespecies.org:taxname:123430
Leptosynapta	Verrill, 1867	Genus	123449	https://www.marinespecies.org/aphia.php?p=taxdetails&id=123449	Synaptidae	123182	accepted	123449	Leptosynapta	Verrill, 1867	Animalia	Echinodermata	Holothuroidea	Apodida	Synaptidae	Leptosynapta	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Echinodermata - [Subphylum] Echinozoa - [Class] Holothuroidea - [Subclass] Paractinopoda - [Order] Apodida - [Family] Synaptidae - [Genus] Leptosynapta	urn:lsid:marinespecies.org:taxname:123449
Cucumaria	de Blainville, 1830	Genus	123479	https://www.marinespecies.org/aphia.php?p=taxdetails&id=123479	Cucumariidae	123187	accepted	123479	Cucumaria	de Blainville, 1830	Animalia	Echinodermata	Holothuroidea	Dendrochirotida	Cucumariidae	Cucumaria	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Echinodermata - [Subphylum] Echinozoa - [Class] Holothuroidea - [Subclass] Actinopoda - [Order] Dendrochirotida - [Family] Cucumariidae - [Genus] Cucumaria	urn:lsid:marinespecies.org:taxname:123479
Ophiura	Lamarck, 1801	Genus	123574	https://www.marinespecies.org/aphia.php?p=taxdetails&id=123574	Ophiurinae	242216	accepted	123574	Ophiura	Lamarck, 1801	Animalia	Echinodermata	Ophiuroidea	Ophiurida	Ophiuridae	Ophiura	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Echinodermata - [Subphylum] Asterozoa - [Class] Ophiuroidea - [Subclass] Myophiuroida - [Infraclass] Metophiurida - [Superorder] Euryophiurida - [Order] Ophiurida - [Suborder] Ophiurina - [Family] Ophiuridae - [Subfamily] Ophiurinae - [Genus] Ophiura	urn:lsid:marinespecies.org:taxname:123574
Amphiura	Forbes, 1843	Genus	123613	https://www.marinespecies.org/aphia.php?p=taxdetails&id=123613	Amphiuridae	123206	accepted	123613	Amphiura	Forbes, 1843	Animalia	Echinodermata	Ophiuroidea	Amphilepidida	Amphiuridae	Amphiura	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Echinodermata - [Subphylum] Asterozoa - [Class] Ophiuroidea - [Subclass] Myophiuroida - [Infraclass] Metophiurida - [Superorder] Ophintegrida - [Order] Amphilepidida - [Suborder] Gnathophiurina - [Superfamily] Amphiuroidea - [Family] Amphiuridae - [Genus] Amphiura	urn:lsid:marinespecies.org:taxname:123613
Ophiothrix	M�ller & Troschel, 1840	Genus	123626	https://www.marinespecies.org/aphia.php?p=taxdetails&id=123626	Ophiotrichidae	123208	accepted	123626	Ophiothrix	M�ller & Troschel, 1840	Animalia	Echinodermata	Ophiuroidea	Amphilepidida	Ophiotrichidae	Ophiothrix	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Echinodermata - [Subphylum] Asterozoa - [Class] Ophiuroidea - [Subclass] Myophiuroida - [Infraclass] Metophiurida - [Superorder] Ophintegrida - [Order] Amphilepidida - [Suborder] Gnathophiurina - [Superfamily] Ophiactoidea - [Family] Ophiotrichidae - [Genus] Ophiothrix	urn:lsid:marinespecies.org:taxname:123626
Asterias rubens	Linnaeus, 1758	Species	123776	https://www.marinespecies.org/aphia.php?p=taxdetails&id=123776	Asterias	123219	accepted	123776	Asterias rubens	Linnaeus, 1758	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Asterias	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Echinodermata - [Subphylum] Asterozoa - [Class] Asteroidea - [Subclass] Ambuloasteroidea - [Infraclass] Neoasteroidea - [Superorder] Forcipulatacea - [Order] Forcipulatida - [Family] Asteriidae - [Genus] Asterias - [Species] Asterias rubens	urn:lsid:marinespecies.org:taxname:123776
